time (s),signal
4.001000,0.220376977
4.002000,0.419908110
4.003000,0.611949368
4.004000,0.795213160
4.005000,0.882762859
4.006000,1.108938504
4.007000,1.209262956
4.008000,1.359049312
4.009000,1.503259564
4.010000,1.645400424
4.011000,1.704745801
4.012000,1.768364744
4.013000,1.863071775
4.014000,1.846339400
4.015000,1.822085358
4.016000,1.802704188
4.017000,1.795621776
4.018000,1.786909697
4.019000,1.684851090
4.020000,1.679015287
4.021000,1.598870043
4.022000,1.482452131
4.023000,1.414199916
4.024000,1.328074023
4.025000,1.191520458
4.026000,1.128646035
4.027000,0.981454076
4.028000,0.918715467
4.029000,0.846398070
4.030000,0.718803402
4.031000,0.583575934
4.032000,0.544317278
4.033000,0.472060220
4.034000,0.380495619
4.035000,0.314385210
4.036000,0.295866046
4.037000,0.297761812
4.038000,0.269621403
4.039000,0.262952795
4.040000,0.215311641
4.041000,0.272291266
4.042000,0.190680771
4.043000,0.236925692
4.044000,0.227832540
4.045000,0.293709449
4.046000,0.265068146
4.047000,0.248263553
4.048000,0.300382006
4.049000,0.270991882
4.050000,0.286577164
4.051000,0.344257826
4.052000,0.314411821
4.053000,0.333435941
4.054000,0.268032377
4.055000,0.313062516
4.056000,0.242165312
4.057000,0.155414113
4.058000,0.147699916
4.059000,0.087269805
4.060000,0.034714299
4.061000,0.038969502
4.062000,-0.023850478
4.063000,-0.078054496
4.064000,-0.180239379
4.065000,-0.204738869
4.066000,-0.326345470
4.067000,-0.356265595
4.068000,-0.402730295
4.069000,-0.466889493
4.070000,-0.493201709
4.071000,-0.537069289
4.072000,-0.555411438
4.073000,-0.585991245
4.074000,-0.583966130
4.075000,-0.636304234
4.076000,-0.603332925
4.077000,-0.607408710
4.078000,-0.593531700
4.079000,-0.574698604
4.080000,-0.614827286
4.081000,-0.458481468
4.082000,-0.504854974
4.083000,-0.459392039
4.084000,-0.401287509
4.085000,-0.386436643
4.086000,-0.251105469
4.087000,-0.280691672
4.088000,-0.244936697
4.089000,-0.216717924
4.090000,-0.152505229
4.091000,-0.105101004
4.092000,-0.128770658
4.093000,-0.159650940
4.094000,-0.106395366
4.095000,-0.157881595
4.096000,-0.219274277
4.097000,-0.241887413
4.098000,-0.288587118
4.099000,-0.348406847
4.100000,-0.427926925
4.101000,-0.508216855
4.102000,-0.541328588
4.103000,-0.606413326
4.104000,-0.784812746
4.105000,-0.918744679
4.106000,-1.024762958
4.107000,-1.069758011
4.108000,-1.240648267
4.109000,-1.290025625
4.110000,-1.358250733
4.111000,-1.441128467
4.112000,-1.524314422
4.113000,-1.510049747
4.114000,-1.580176199
4.115000,-1.641599820
4.116000,-1.610798319
4.117000,-1.629175965
4.118000,-1.610443054
4.119000,-1.560095385
4.120000,-1.446889660
4.121000,-1.415484343
4.122000,-1.299609178
4.123000,-1.148882355
4.124000,-1.036752384
4.125000,-0.890813373
4.126000,-0.757507977
4.127000,-0.496343751
4.128000,-0.361641787
4.129000,-0.270517435
4.130000,0.030788391
4.131000,0.146271214
4.132000,0.336590848
4.133000,0.547071321
4.134000,0.791060686
4.135000,0.923312806
4.136000,1.106719951
4.137000,1.208041813
4.138000,1.435231384
4.139000,1.525333390
4.140000,1.609331787
4.141000,1.755666269
4.142000,1.841028014
4.143000,1.891320356
4.144000,1.971790504
4.145000,1.976769634
4.146000,2.012843696
4.147000,1.957583612
4.148000,1.937772612
4.149000,1.920575944
4.150000,1.875775336
4.151000,1.765051556
4.152000,1.754911635
4.153000,1.616054589
4.154000,1.519732673
4.155000,1.434375302
4.156000,1.293319674
4.157000,1.165582025
4.158000,1.172396332
4.159000,1.039790602
4.160000,0.880119216
4.161000,0.816062835
4.162000,0.740030202
4.163000,0.622253857
4.164000,0.602373830
4.165000,0.474462960
4.166000,0.456714062
4.167000,0.353478498
4.168000,0.340732894
4.169000,0.332491117
4.170000,0.267549117
4.171000,0.212167194
4.172000,0.212313757
4.173000,0.210697115
4.174000,0.162815824
4.175000,0.152859574
4.176000,0.207857931
4.177000,0.187334766
4.178000,0.115022780
4.179000,0.082919957
4.180000,0.068643492
4.181000,0.054692571
4.182000,0.056238173
4.183000,0.034205331
4.184000,-0.038582676
4.185000,-0.031435817
4.186000,-0.167638968
4.187000,-0.126106272
4.188000,-0.136758063
4.189000,-0.280540689
4.190000,-0.393283081
4.191000,-0.367573274
4.192000,-0.419131688
4.193000,-0.520819961
4.194000,-0.569802449
4.195000,-0.604506005
4.196000,-0.656378583
4.197000,-0.748965191
4.198000,-0.858668516
4.199000,-0.864902948
4.200000,-0.941075757
4.201000,-0.944391094
4.202000,-0.975033834
4.203000,-0.999199364
4.204000,-0.940409632
4.205000,-0.987224389
4.206000,-1.008637713
4.207000,-0.926603369
4.208000,-0.881566965
4.209000,-0.855782219
4.210000,-0.827549327
4.211000,-0.757101833
4.212000,-0.695636978
4.213000,-0.622299201
4.214000,-0.554192533
4.215000,-0.464088711
4.216000,-0.422396721
4.217000,-0.300170861
4.218000,-0.260119533
4.219000,-0.144233984
4.220000,-0.099359997
4.221000,-0.013653009
4.222000,-0.056850852
4.223000,0.059125265
4.224000,0.034877384
4.225000,0.066681099
4.226000,0.072212984
4.227000,0.059189287
4.228000,0.004478130
4.229000,-0.023734594
4.230000,-0.091865526
4.231000,-0.129976935
4.232000,-0.251162086
4.233000,-0.293522439
4.234000,-0.347903247
4.235000,-0.427840484
4.236000,-0.553656294
4.237000,-0.641311527
4.238000,-0.768671374
4.239000,-0.849703422
4.240000,-0.915541150
4.241000,-1.061684020
4.242000,-1.185461944
4.243000,-1.210445039
4.244000,-1.255259053
4.245000,-1.327493540
4.246000,-1.365725174
4.247000,-1.355542981
4.248000,-1.371695765
4.249000,-1.283935916
4.250000,-1.218859690
4.251000,-1.190565758
4.252000,-1.175909777
4.253000,-1.034090064
4.254000,-0.956118005
4.255000,-0.797003731
4.256000,-0.691449522
4.257000,-0.486564364
4.258000,-0.334012560
4.259000,-0.195442869
4.260000,0.004749029
4.261000,0.170927417
4.262000,0.401981169
4.263000,0.473661246
4.264000,0.720799701
4.265000,0.918350346
4.266000,1.035529180
4.267000,1.187871110
4.268000,1.353487044
4.269000,1.453280341
4.270000,1.583443366
4.271000,1.672270019
4.272000,1.784987438
4.273000,1.798076799
4.274000,1.896095050
4.275000,1.966980712
4.276000,1.957781518
4.277000,1.958968444
4.278000,1.984418520
4.279000,1.975730287
4.280000,1.863139059
4.281000,1.865443659
4.282000,1.709415505
4.283000,1.659318377
4.284000,1.615274042
4.285000,1.514847253
4.286000,1.413697732
4.287000,1.335830395
4.288000,1.201926934
4.289000,1.128899660
4.290000,0.990681205
4.291000,0.888444096
4.292000,0.756655995
4.293000,0.743492880
4.294000,0.612890346
4.295000,0.590858118
4.296000,0.518972447
4.297000,0.416563511
4.298000,0.366849239
4.299000,0.317392863
4.300000,0.258352081
4.301000,0.179045312
4.302000,0.229030243
4.303000,0.135219449
4.304000,0.137575622
4.305000,0.101751735
4.306000,0.073912573
4.307000,0.043904502
4.308000,0.035752094
4.309000,-0.048645537
4.310000,-0.026464089
4.311000,-0.088457924
4.312000,-0.133555742
4.313000,-0.193014249
4.314000,-0.232558478
4.315000,-0.269365462
4.316000,-0.382274598
4.317000,-0.463682035
4.318000,-0.489390154
4.319000,-0.532688311
4.320000,-0.638074283
4.321000,-0.665146344
4.322000,-0.745358320
4.323000,-0.819745043
4.324000,-0.894222300
4.325000,-1.002956662
4.326000,-1.062716935
4.327000,-1.163535158
4.328000,-1.280201350
4.329000,-1.236054843
4.330000,-1.310862321
4.331000,-1.323173783
4.332000,-1.410236340
4.333000,-1.315735767
4.334000,-1.343692812
4.335000,-1.338078237
4.336000,-1.325421947
4.337000,-1.273466564
4.338000,-1.221126148
4.339000,-1.160444699
4.340000,-1.099127764
4.341000,-0.979354206
4.342000,-0.891687997
4.343000,-0.757835425
4.344000,-0.733396070
4.345000,-0.588307925
4.346000,-0.494375604
4.347000,-0.350550510
4.348000,-0.257771231
4.349000,-0.130247933
4.350000,-0.005951752
4.351000,0.026024696
4.352000,0.119903439
4.353000,0.149055535
4.354000,0.223604675
4.355000,0.271350603
4.356000,0.364535146
4.357000,0.282005990
4.358000,0.313807437
4.359000,0.305887164
4.360000,0.256286366
4.361000,0.249811866
4.362000,0.187531049
4.363000,0.127190045
4.364000,0.028386781
4.365000,-0.009984316
4.366000,-0.148820123
4.367000,-0.225902349
4.368000,-0.286113237
4.369000,-0.367293293
4.370000,-0.528223827
4.371000,-0.580195543
4.372000,-0.689201870
4.373000,-0.735673142
4.374000,-0.834693496
4.375000,-0.847114009
4.376000,-0.899408705
4.377000,-1.007957500
4.378000,-1.006822445
4.379000,-1.021807886
4.380000,-0.987409961
4.381000,-1.008302515
4.382000,-0.955879965
4.383000,-0.810316112
4.384000,-0.749842344
4.385000,-0.641362686
4.386000,-0.580854992
4.387000,-0.462177888
4.388000,-0.302121055
4.389000,-0.110981509
4.390000,0.001257376
4.391000,0.161536311
4.392000,0.351909697
4.393000,0.489815174
4.394000,0.644881525
4.395000,0.810249411
4.396000,0.944643737
4.397000,1.143459876
4.398000,1.230138726
4.399000,1.338107873
4.400000,1.494585740
4.401000,1.603644364
4.402000,1.647856363
4.403000,1.755364458
4.404000,1.821917005
4.405000,1.729113184
4.406000,1.802023043
4.407000,1.874168904
4.408000,1.827397320
4.409000,1.884539582
4.410000,1.808679941
4.411000,1.748387725
4.412000,1.694474295
4.413000,1.612484110
4.414000,1.527415807
4.415000,1.466172543
4.416000,1.403051519
4.417000,1.233142543
4.418000,1.191019871
4.419000,1.073639594
4.420000,0.993476181
4.421000,0.873762377
4.422000,0.808790800
4.423000,0.684125570
4.424000,0.631895609
4.425000,0.545864463
4.426000,0.430206398
4.427000,0.424697634
4.428000,0.265259043
4.429000,0.281093521
4.430000,0.195315979
4.431000,0.199817458
4.432000,0.137854861
4.433000,0.131271441
4.434000,0.061679671
4.435000,0.023587249
4.436000,0.026150762
4.437000,-0.059463223
4.438000,-0.085971154
4.439000,-0.084211176
4.440000,-0.152180539
4.441000,-0.161366105
4.442000,-0.260198427
4.443000,-0.347657993
4.444000,-0.362240755
4.445000,-0.434420038
4.446000,-0.542702952
4.447000,-0.595188374
4.448000,-0.694697827
4.449000,-0.761379527
4.450000,-0.861847572
4.451000,-0.954628192
4.452000,-0.988233775
4.453000,-1.112387151
4.454000,-1.250841384
4.455000,-1.285806697
4.456000,-1.377028239
4.457000,-1.428099990
4.458000,-1.491790145
4.459000,-1.540242159
4.460000,-1.643949096
4.461000,-1.670235564
4.462000,-1.598878523
4.463000,-1.646131642
4.464000,-1.595805604
4.465000,-1.596576314
4.466000,-1.590583830
4.467000,-1.573294449
4.468000,-1.441564596
4.469000,-1.362543123
4.470000,-1.234376155
4.471000,-1.190629243
4.472000,-1.069997986
4.473000,-1.005822737
4.474000,-0.842307384
4.475000,-0.684256065
4.476000,-0.566602286
4.477000,-0.445624985
4.478000,-0.241097621
4.479000,-0.102683879
4.480000,-0.054832266
4.481000,0.101359743
4.482000,0.198121080
4.483000,0.357851500
4.484000,0.411026064
4.485000,0.499401274
4.486000,0.516945755
4.487000,0.633467441
4.488000,0.617915225
4.489000,0.700349613
4.490000,0.679175316
4.491000,0.613483448
4.492000,0.620690465
4.493000,0.570175660
4.494000,0.501458113
4.495000,0.464400987
4.496000,0.365092422
4.497000,0.282539082
4.498000,0.172367180
4.499000,0.074387343
4.500000,0.002298283
4.501000,-0.091359279
4.502000,-0.159037191
4.503000,-0.322332264
4.504000,-0.362482040
4.505000,-0.394088340
4.506000,-0.528438159
4.507000,-0.594176603
4.508000,-0.632680281
4.509000,-0.609268248
4.510000,-0.684386546
4.511000,-0.643876944
4.512000,-0.646959501
4.513000,-0.610906742
4.514000,-0.554185661
4.515000,-0.492719572
4.516000,-0.414929298
4.517000,-0.314925837
4.518000,-0.202907415
4.519000,-0.111997320
4.520000,0.036905985
4.521000,0.136376133
4.522000,0.270007408
4.523000,0.420662093
4.524000,0.504591498
4.525000,0.667005361
4.526000,0.804061670
4.527000,0.920896502
4.528000,1.065334879
4.529000,1.162556549
4.530000,1.259575277
4.531000,1.408542308
4.532000,1.519396901
4.533000,1.552456802
4.534000,1.583534146
4.535000,1.646124002
4.536000,1.645374099
4.537000,1.637511761
4.538000,1.644241669
4.539000,1.613122304
4.540000,1.526852448
4.541000,1.525988497
4.542000,1.474117777
4.543000,1.451998378
4.544000,1.353622609
4.545000,1.238066618
4.546000,1.210068171
4.547000,1.134674400
4.548000,1.061976033
4.549000,0.961659892
4.550000,0.934543628
4.551000,0.750299753
4.552000,0.731740321
4.553000,0.639022213
4.554000,0.515448039
4.555000,0.458247440
4.556000,0.372078277
4.557000,0.328051373
4.558000,0.260678476
4.559000,0.207506434
4.560000,0.171880408
4.561000,0.095924826
4.562000,0.118816583
4.563000,0.071862083
4.564000,-0.013391064
4.565000,-0.004095707
4.566000,-0.099284894
4.567000,-0.160283090
4.568000,-0.138489507
4.569000,-0.175710877
4.570000,-0.262213948
4.571000,-0.276578353
4.572000,-0.290800222
4.573000,-0.321778248
4.574000,-0.506352396
4.575000,-0.543874014
4.576000,-0.669361372
4.577000,-0.631346126
4.578000,-0.817550629
4.579000,-0.870516346
4.580000,-0.988059813
4.581000,-1.118839857
4.582000,-1.190001387
4.583000,-1.320163612
4.584000,-1.392162217
4.585000,-1.470561017
4.586000,-1.539924065
4.587000,-1.692032303
4.588000,-1.694589578
4.589000,-1.674845997
4.590000,-1.827510102
4.591000,-1.824171046
4.592000,-1.868008672
4.593000,-1.946820222
4.594000,-1.883625805
4.595000,-1.850169390
4.596000,-1.764211260
4.597000,-1.734697369
4.598000,-1.668618177
4.599000,-1.555047417
4.600000,-1.470263465
4.601000,-1.364671621
4.602000,-1.213223003
4.603000,-1.137545498
4.604000,-0.956551564
4.605000,-0.759827750
4.606000,-0.703626348
4.607000,-0.502144496
4.608000,-0.311886949
4.609000,-0.149172790
4.610000,-0.009084950
4.611000,0.165364329
4.612000,0.269717609
4.613000,0.460028467
4.614000,0.559555435
4.615000,0.718422732
4.616000,0.785462441
4.617000,0.857457910
4.618000,0.948152412
4.619000,0.929687776
4.620000,0.976188691
4.621000,0.946787144
4.622000,1.023133459
4.623000,1.028385264
4.624000,0.930822437
4.625000,0.861511256
4.626000,0.871782440
4.627000,0.744873575
4.628000,0.671509102
4.629000,0.645066070
4.630000,0.494954739
4.631000,0.403636486
4.632000,0.359889490
4.633000,0.232464380
4.634000,0.088985599
4.635000,0.077180936
4.636000,-0.102292708
4.637000,-0.093379515
4.638000,-0.172400373
4.639000,-0.254940434
4.640000,-0.302283212
4.641000,-0.338675721
4.642000,-0.265959087
4.643000,-0.312459814
4.644000,-0.319287974
4.645000,-0.253387402
4.646000,-0.191271247
4.647000,-0.161978945
4.648000,-0.083094062
4.649000,0.002627644
4.650000,0.062859699
4.651000,0.165216345
4.652000,0.252738492
4.653000,0.331007481
4.654000,0.429624573
4.655000,0.588451972
4.656000,0.659598906
4.657000,0.782985124
4.658000,0.874112313
4.659000,1.002168543
4.660000,1.065135648
4.661000,1.140507662
4.662000,1.187123685
4.663000,1.244948215
4.664000,1.280577194
4.665000,1.327843834
4.666000,1.285917486
4.667000,1.342069413
4.668000,1.346700788
4.669000,1.328936521
4.670000,1.255385472
4.671000,1.235583387
4.672000,1.188212931
4.673000,1.126873145
4.674000,1.043219344
4.675000,0.978270211
4.676000,0.938063846
4.677000,0.873384884
4.678000,0.788678873
4.679000,0.680137356
4.680000,0.640652465
4.681000,0.547787320
4.682000,0.466281158
4.683000,0.384306113
4.684000,0.331835414
4.685000,0.308249512
4.686000,0.225677116
4.687000,0.176867189
4.688000,0.104701779
4.689000,0.177146444
4.690000,-0.011722231
4.691000,-0.038313796
4.692000,-0.024134811
4.693000,-0.031354006
4.694000,-0.012016787
4.695000,-0.077597580
4.696000,-0.112666857
4.697000,-0.124664767
4.698000,-0.182805554
4.699000,-0.281456139
4.700000,-0.256858132
4.701000,-0.304939370
4.702000,-0.299141965
4.703000,-0.444858058
4.704000,-0.450960608
4.705000,-0.601437613
4.706000,-0.592941409
4.707000,-0.719224362
4.708000,-0.787793506
4.709000,-0.886154399
4.710000,-0.985016372
4.711000,-1.103098184
4.712000,-1.227687970
4.713000,-1.314675460
4.714000,-1.433087397
4.715000,-1.510497930
4.716000,-1.647466025
4.717000,-1.679526044
4.718000,-1.732611707
4.719000,-1.793238080
4.720000,-1.845841437
4.721000,-1.923822189
4.722000,-1.962074122
4.723000,-1.978982608
4.724000,-1.957366981
4.725000,-1.928713783
4.726000,-1.904034040
4.727000,-1.901198560
4.728000,-1.748971691
4.729000,-1.688671224
4.730000,-1.569820313
4.731000,-1.479314644
4.732000,-1.355997826
4.733000,-1.144717391
4.734000,-1.078627881
4.735000,-0.931704324
4.736000,-0.648539012
4.737000,-0.523496574
4.738000,-0.363009383
4.739000,-0.186582525
4.740000,-0.049797426
4.741000,0.241842998
4.742000,0.376251192
4.743000,0.531349561
4.744000,0.691495484
4.745000,0.777955946
4.746000,0.944121340
4.747000,1.072873706
4.748000,1.067924380
4.749000,1.228706083
4.750000,1.292412285
4.751000,1.314360337
4.752000,1.308228516
4.753000,1.335786621
4.754000,1.316043888
4.755000,1.313660943
4.756000,1.244875682
4.757000,1.228268288
4.758000,1.122279502
4.759000,1.044461088
4.760000,1.008948340
4.761000,0.876495744
4.762000,0.800328067
4.763000,0.646229890
4.764000,0.631325330
4.765000,0.444468878
4.766000,0.396993159
4.767000,0.298922540
4.768000,0.201517110
4.769000,0.143574431
4.770000,0.126168612
4.771000,0.089540219
4.772000,-0.009729698
4.773000,-0.041077686
4.774000,-0.101858455
4.775000,0.003339564
4.776000,-0.070356690
4.777000,-0.044086566
4.778000,0.019066664
4.779000,0.080847851
4.780000,0.156495365
4.781000,0.235785083
4.782000,0.259263809
4.783000,0.293169316
4.784000,0.362018593
4.785000,0.452102489
4.786000,0.557272445
4.787000,0.635805614
4.788000,0.696480347
4.789000,0.687296400
4.790000,0.787318523
4.791000,0.901014348
4.792000,0.886157604
4.793000,0.935579617
4.794000,1.046013052
4.795000,0.978176306
4.796000,1.029047340
4.797000,1.037232058
4.798000,0.990537295
4.799000,0.930877122
4.800000,0.842666334
4.801000,0.844217321
4.802000,0.840887939
4.803000,0.784664490
4.804000,0.742227755
4.805000,0.610062276
4.806000,0.582647876
4.807000,0.447064178
4.808000,0.413667659
4.809000,0.388448857
4.810000,0.241425394
4.811000,0.268588583
4.812000,0.239912098
4.813000,0.087218557
4.814000,0.072776570
4.815000,0.087627939
4.816000,0.012089044
4.817000,-0.024556774
4.818000,-0.061531630
4.819000,-0.129290258
4.820000,-0.111251221
4.821000,-0.083869329
4.822000,-0.132311372
4.823000,-0.123775203
4.824000,-0.165850054
4.825000,-0.190850518
4.826000,-0.188593944
4.827000,-0.220542425
4.828000,-0.246533012
4.829000,-0.227406616
4.830000,-0.260179549
4.831000,-0.314207135
4.832000,-0.304635636
4.833000,-0.400338991
4.834000,-0.414174487
4.835000,-0.474346947
4.836000,-0.509401375
4.837000,-0.626631128
4.838000,-0.697636710
4.839000,-0.809708635
4.840000,-0.950053356
4.841000,-0.982191151
4.842000,-1.060341752
4.843000,-1.218690537
4.844000,-1.256177805
4.845000,-1.393404233
4.846000,-1.459558134
4.847000,-1.618029652
4.848000,-1.724876621
4.849000,-1.773365325
4.850000,-1.862802997
4.851000,-1.888696909
4.852000,-1.941735010
4.853000,-1.954291880
4.854000,-1.970478452
4.855000,-1.988488357
4.856000,-1.948930005
4.857000,-1.850695917
4.858000,-1.828236947
4.859000,-1.786146471
4.860000,-1.708514547
4.861000,-1.543023234
4.862000,-1.394602454
4.863000,-1.293548596
4.864000,-1.154021040
4.865000,-0.914660845
4.866000,-0.657501587
4.867000,-0.541849464
4.868000,-0.407650224
4.869000,-0.188382964
4.870000,0.004771721
4.871000,0.161307664
4.872000,0.344066231
4.873000,0.561986321
4.874000,0.761253598
4.875000,0.905611952
4.876000,1.025376753
4.877000,1.194766278
4.878000,1.313107778
4.879000,1.369232446
4.880000,1.445830473
4.881000,1.567223211
4.882000,1.629041848
4.883000,1.635819855
4.884000,1.669672999
4.885000,1.671484404
4.886000,1.558213398
4.887000,1.579541579
4.888000,1.551653577
4.889000,1.480585936
4.890000,1.412915665
4.891000,1.266944084
4.892000,1.212378246
4.893000,1.117440361
4.894000,0.975310912
4.895000,0.896948803
4.896000,0.750051681
4.897000,0.665959360
4.898000,0.607039880
4.899000,0.540476827
4.900000,0.427951635
4.901000,0.401542258
4.902000,0.337206999
4.903000,0.210241988
4.904000,0.194560425
4.905000,0.151285058
4.906000,0.170776351
4.907000,0.157969826
4.908000,0.113141943
4.909000,0.174698823
4.910000,0.125996506
4.911000,0.227163047
4.912000,0.151247072
4.913000,0.256727104
4.914000,0.282244387
4.915000,0.367414420
4.916000,0.399195054
4.917000,0.369752688
4.918000,0.437033331
4.919000,0.498391499
4.920000,0.585646228
4.921000,0.627648049
4.922000,0.621284577
4.923000,0.658421548
4.924000,0.600285170
4.925000,0.634395132
4.926000,0.616434014
4.927000,0.562702551
4.928000,0.559033198
4.929000,0.525681626
4.930000,0.509898112
4.931000,0.464641798
4.932000,0.381514380
4.933000,0.325822610
4.934000,0.225284470
4.935000,0.235849552
4.936000,0.155018510
4.937000,0.094909098
4.938000,0.051194375
4.939000,-0.038515867
4.940000,-0.107543691
4.941000,-0.147254807
4.942000,-0.184881115
4.943000,-0.207606054
4.944000,-0.265600182
4.945000,-0.287381834
4.946000,-0.334129538
4.947000,-0.319995811
4.948000,-0.367432914
4.949000,-0.336290009
4.950000,-0.296545669
4.951000,-0.299509858
4.952000,-0.297812501
4.953000,-0.285962954
4.954000,-0.237092184
4.955000,-0.284320275
4.956000,-0.221813340
4.957000,-0.245195255
4.958000,-0.207718142
4.959000,-0.217915476
4.960000,-0.232953948
4.961000,-0.217586765
4.962000,-0.264471369
4.963000,-0.308099251
4.964000,-0.321805427
4.965000,-0.389811052
4.966000,-0.401976961
4.967000,-0.487865538
4.968000,-0.579572201
4.969000,-0.610851520
4.970000,-0.697087594
4.971000,-0.808204925
4.972000,-0.909858293
4.973000,-0.975556705
4.974000,-1.114796955
4.975000,-1.202736656
4.976000,-1.346629271
4.977000,-1.394348443
4.978000,-1.508340799
4.979000,-1.574056095
4.980000,-1.674061729
4.981000,-1.753659698
4.982000,-1.819613085
4.983000,-1.827998853
4.984000,-1.858302428
4.985000,-1.889493055
4.986000,-1.801581810
4.987000,-1.778734248
4.988000,-1.822460483
4.989000,-1.758980612
4.990000,-1.655497146
4.991000,-1.502547699
4.992000,-1.307238974
4.993000,-1.287613953
4.994000,-1.111697338
4.995000,-0.899297127
4.996000,-0.780136299
4.997000,-0.548670019
4.998000,-0.364012871
4.999000,-0.198084634
5.000000,0.026461877
5.001000,0.225285685
5.002000,0.349950280
5.003000,0.576908586
5.004000,0.746402843
5.005000,0.940174105
5.006000,1.065768909
5.007000,1.222265069
5.008000,1.389303489
5.009000,1.507024444
5.010000,1.651476483
5.011000,1.701123833
5.012000,1.804392200
5.013000,1.848813863
5.014000,1.873244134
5.015000,1.744532239
5.016000,1.821330714
5.017000,1.835713337
5.018000,1.743857222
5.019000,1.715233937
5.020000,1.685925413
5.021000,1.591029344
5.022000,1.493586409
5.023000,1.463050054
5.024000,1.299916106
5.025000,1.243818522
5.026000,1.105171488
5.027000,1.005930262
5.028000,0.890333969
5.029000,0.777450780
5.030000,0.702493517
5.031000,0.580809633
5.032000,0.559989925
5.033000,0.473020639
5.034000,0.393129256
5.035000,0.376002724
5.036000,0.276047985
5.037000,0.212682593
5.038000,0.257727751
5.039000,0.185632854
5.040000,0.174798042
5.041000,0.218241692
5.042000,0.245054497
5.043000,0.200344199
5.044000,0.208314546
5.045000,0.294155205
5.046000,0.221725822
5.047000,0.304664159
5.048000,0.306022322
5.049000,0.282879550
5.050000,0.308652502
5.051000,0.290668075
5.052000,0.295037799
5.053000,0.303184496
5.054000,0.273034391
5.055000,0.224731663
5.056000,0.268795672
5.057000,0.196005453
5.058000,0.198469395
5.059000,0.124574435
5.060000,0.163012405
5.061000,0.040397260
5.062000,-0.075210667
5.063000,-0.136943474
5.064000,-0.185012183
5.065000,-0.233547416
5.066000,-0.331880882
5.067000,-0.375559284
5.068000,-0.397513720
5.069000,-0.496671622
5.070000,-0.499214229
5.071000,-0.529397208
5.072000,-0.599691322
5.073000,-0.576978104
5.074000,-0.610072648
5.075000,-0.589096896
5.076000,-0.602937102
5.077000,-0.622111849
5.078000,-0.605550159
5.079000,-0.564855694
5.080000,-0.538800119
5.081000,-0.566789917
5.082000,-0.449599297
5.083000,-0.452327692
5.084000,-0.357597543
5.085000,-0.341762449
5.086000,-0.322969635
5.087000,-0.262107303
5.088000,-0.181207910
5.089000,-0.214314683
5.090000,-0.216903952
5.091000,-0.154646753
5.092000,-0.099171625
5.093000,-0.088780349
5.094000,-0.115096710
5.095000,-0.229996079
5.096000,-0.204715531
5.097000,-0.254069024
5.098000,-0.297820809
5.099000,-0.388367405
5.100000,-0.436226297
5.101000,-0.544457344
5.102000,-0.527609877
5.103000,-0.689626820
5.104000,-0.805528602
5.105000,-0.928413796
5.106000,-0.964519480
5.107000,-1.076647307
5.108000,-1.157066982
5.109000,-1.274172595
5.110000,-1.384153692
5.111000,-1.468415885
5.112000,-1.535105740
5.113000,-1.577335268
5.114000,-1.583504738
5.115000,-1.644022900
5.116000,-1.625768126
5.117000,-1.601069349
5.118000,-1.608577501
5.119000,-1.518513216
5.120000,-1.469756922
5.121000,-1.387218223
5.122000,-1.298248427
5.123000,-1.174281025
5.124000,-1.071688008
5.125000,-0.923179800
5.126000,-0.730041000
5.127000,-0.539437911
5.128000,-0.393105019
5.129000,-0.184396596
5.130000,-0.015263541
5.131000,0.161368820
5.132000,0.378126877
5.133000,0.579537330
5.134000,0.732662195
5.135000,0.913665687
5.136000,1.085546282
5.137000,1.263633209
5.138000,1.358716019
5.139000,1.541579918
5.140000,1.655858168
5.141000,1.752082514
5.142000,1.809466399
5.143000,1.897168307
5.144000,1.899949199
5.145000,1.936424381
5.146000,1.991748294
5.147000,1.919368367
5.148000,1.915150254
5.149000,1.877317810
5.150000,1.860503708
5.151000,1.731841869
5.152000,1.680667030
5.153000,1.580032835
5.154000,1.569270689
5.155000,1.412828692
5.156000,1.303410563
5.157000,1.218373381
5.158000,1.136643732
5.159000,0.945673888
5.160000,0.875409943
5.161000,0.818500695
5.162000,0.702429961
5.163000,0.593620142
5.164000,0.538111713
5.165000,0.493996786
5.166000,0.436712597
5.167000,0.431193526
5.168000,0.276342110
5.169000,0.241563060
5.170000,0.217081987
5.171000,0.255997262
5.172000,0.178785633
5.173000,0.143385065
5.174000,0.200028102
5.175000,0.142504786
5.176000,0.188456802
5.177000,0.151866249
5.178000,0.115065132
5.179000,0.149284193
5.180000,0.131622637
5.181000,0.133194755
5.182000,0.052348031
5.183000,0.026921289
5.184000,0.047092856
5.185000,-0.002727456
5.186000,-0.072827696
5.187000,-0.155801695
5.188000,-0.216410489
5.189000,-0.287018190
5.190000,-0.336615741
5.191000,-0.378772934
5.192000,-0.475906163
5.193000,-0.486947233
5.194000,-0.654021524
5.195000,-0.667275390
5.196000,-0.727465346
5.197000,-0.748644135
5.198000,-0.805908448
5.199000,-0.906908008
5.200000,-0.904205205
5.201000,-0.975256675
5.202000,-0.959048754
5.203000,-1.018664553
5.204000,-0.982501964
5.205000,-0.936337788
5.206000,-0.903003208
5.207000,-0.905388403
5.208000,-0.933097529
5.209000,-0.872883844
5.210000,-0.832299473
5.211000,-0.762435106
5.212000,-0.730407116
5.213000,-0.626069140
5.214000,-0.499605501
5.215000,-0.390426468
5.216000,-0.368682373
5.217000,-0.301477003
